id,datetime,home_name,away_name,home_predG,away_predG,home_G,away_G,home_xG,away_xG,home_adjG,away_adjG,home_errG,away_errG,home_errxG,away_errxG,home_erradjG,away_erradjG,p_win,p_draw,p_loss,home_predCS,away_predCS,home_CS,away_CS,predResult,actResult,oddsResult,odds_win,odds_draw,odds_loss
26615,2024-08-24 14:00:00,MCI,IPS,3.1152819027272733,0.6464216329545455,4.0,1.0,3.07818,0.479999,3.3265900000000004,0.7399995,-0.8847180972727267,-0.35357836704545453,0.037101902727273206,-2.431758367045455,-0.21130809727272704,-2.680168367045455,0.8424025171572782,0.10857976160955617,0.04901772123316563,0.5174653912669757,0.046269260194513114,0,0,w,w,w,0.9435,0.0503,0.0062
26616,2024-08-24 14:00:00,SOU,NOT,1.1899990622727277,1.5620367499999996,0.0,1.0,0.214952,2.86475,0.107476,1.932375,1.1899990622727277,0.5620367499999996,0.9750470622727276,1.3470847499999996,1.0825230622727278,1.4545607499999997,0.28694741166858656,0.2599723787168445,0.45308020961456896,0.20719194092701332,0.29946613767547936,0,1,l,l,l,0.0067,0.0496,0.9437
26617,2024-08-24 14:00:00,TOT,EVE,1.857290194090909,0.987510403409091,4.0,0.0,2.61143,0.648869,3.230715,0.3244345,-2.142709805909091,0.987510403409091,-0.7541398059090909,-1.623919596590909,-1.373424805909091,-2.243204596590909,0.56968972651695,0.2343008523163053,0.19600942116674475,0.3666105180099169,0.1550578305859318,1,0,w,w,w,0.8398,0.1124,0.0478
26618,2024-08-24 16:30:00,AVL,ARS,1.0682802842045458,2.0508090909090906,0.0,2.0,1.31664,1.41399,0.65832,1.631995,1.0682802842045458,0.05080909090909058,-0.24835971579545424,0.7341690909090905,0.4099602842045458,1.3924890909090906,0.18983070552757705,0.21845259827707672,0.5917166961953463,0.12789793054018414,0.3377936250372635,0,1,l,l,l,0.3113,0.3023,0.3864
26619,2024-08-25 13:00:00,WOL,CHE,1.1578563760227276,1.9849452272727268,2.0,6.0,2.4181,2.02935,2.20905,3.902175,-0.8421436239772724,-4.015054772727273,-1.2602436239772723,-0.4331547727272731,-1.0511936239772723,-0.22410477272727314,0.21682144736680115,0.225852339915636,0.5573262127175629,0.1362713665426938,0.3087172503634297,0,0,l,l,w,0.4888,0.2228,0.2884
26620,2024-08-25 13:00:00,BOU,NEW,1.7671990622727272,1.698400386363636,1.0,1.0,2.53513,1.89287,1.767565,1.446435,0.7671990622727272,0.6984003863636361,-0.7679309377272729,-0.836729613636364,-0.0003659377272728914,-0.06916461363636395,0.3969191173117373,0.233810709305523,0.3692701733827397,0.17986553551946274,0.16804365591176215,0,0,w,d,w,0.5396,0.2334,0.227
26621,2024-08-25 15:30:00,LIV,BRE,2.4998430838636367,1.1077937045454544,2.0,0.0,2.71877,0.457239,2.359385,0.2286195,0.49984308386363674,1.1077937045454544,-0.2189269161363634,-1.6109762954545457,0.14045808386363667,-1.2515912954545456,0.666071286930438,0.1833649530164129,0.15056376005314895,0.3244473282357512,0.08238682396382213,1,0,w,w,w,0.8893,0.0893,0.0214
26622,2024-08-31 11:30:00,ARS,BRI,1.9568132658409092,0.8398336677861157,1.0,1.0,2.41798,1.81748,1.70899,1.35874,0.9568132658409092,-0.16016633221388432,-0.4611667341590908,-1.5781463322138842,0.2478232658409092,-0.8691563322138843,0.6273089985294785,0.2199434561079064,0.1527475453626151,0.42541754811304117,0.14097230614268422,0,0,w,d,w,0.5278,0.2236,0.2486
26623,2024-08-31 14:00:00,BRE,SOU,2.079040390104545,0.8856458842309918,3.0,1.0,3.86281,1.64713,3.431405,1.323565,-0.9209596098954549,-0.11435411576900822,-1.783769609895455,-2.9771641157690083,-1.3523646098954547,-2.545759115769008,0.6408101221565157,0.20951632636616377,0.1496735514773206,0.40610014383842535,0.12484967708765633,0,0,w,w,w,0.8348,0.1027,0.0625
26624,2024-08-31 14:00:00,EVE,BOU,1.068583868952273,1.526251015008264,2.0,3.0,2.55629,2.95688,2.2781450000000003,2.97844,-0.9314161310477269,-1.473748984991736,-1.487706131047727,-1.0300389849917362,-1.2095611310477272,-0.7518939849917363,0.26254794189355674,0.26565496289431334,0.4717970952121298,0.21509525839705082,0.33838202797657524,0,0,l,l,l,0.3027,0.216,0.4813
26625,2024-08-31 14:00:00,IPS,FLH,1.1091942519586362,1.6032756003396693,1.0,1.0,0.707048,1.18883,0.853524,1.094415,0.10919425195863619,0.6032756003396693,0.4021462519586362,0.8962276003396693,0.25567025195863624,0.7497516003396694,0.2603666472612005,0.2581020455173378,0.4815313072214618,0.19909181532969356,0.324701264346618,0,0,l,d,l,0.2034,0.3116,0.485
26626,2024-08-31 14:00:00,LEI,AVL,1.575777079909091,2.035292617814876,1.0,2.0,0.774741,2.16385,0.8873705000000001,2.081925,0.5757770799090911,0.035292617814875804,0.8010360799090911,1.2605516178148757,0.688406579909091,1.1479221178148757,0.29835400831323716,0.22365733649886466,0.47798865518789807,0.12898009140027586,0.2029978487862287,0,0,l,l,l,0.0646,0.1791,0.7563
26627,2024-08-31 14:00:00,NOT,WOL,2.047943798127273,1.0361370054917354,1.0,1.0,1.41069,0.937632,1.205345,0.968816,1.0479437981272728,0.036137005491735374,0.6372537981272728,-0.3745529945082646,0.8425987981272727,-0.16920799450826474,0.5986519394257858,0.2178232553724068,0.18352480520180742,0.3489145031203253,0.12833514653642172,0,0,w,d,w,0.4728,0.3229,0.2043
26628,2024-08-31 16:30:00,WHU,MCI,0.9286740847938864,2.427976442487603,1.0,3.0,0.947201,3.19297,0.4736005,2.946485,-0.07132591520611364,-0.5720235575123969,-0.018526915206113603,1.4807754424876032,0.4550735847938864,1.9543759424876033,0.12601681518004684,0.18003548021197527,0.6939477046079779,0.08865989038231971,0.3887259291924897,0,0,l,l,l,0.0483,0.1075,0.8442
26629,2024-09-01 12:30:00,NEW,TOT,1.948507564452273,1.7419448166611569,2.0,1.0,1.58694,1.63304,1.70597,0.81652,-0.05149243554772709,0.7419448166611569,0.3615675644522729,0.15500481666115684,0.24253756445227292,0.03597481666115687,0.42744121228483617,0.22539040939857874,0.3471683783165852,0.1720561369757171,0.14033252507649288,0,0,w,w,l,0.3519,0.2857,0.3624
26630,2024-09-01 12:30:00,CHE,CRY,2.2836807050454544,1.2616455867231406,1.0,1.0,2.97743,0.459708,1.988715,0.729854,1.2836807050454544,0.26164558672314064,-0.6937492949545456,-1.7157844132768594,0.2949657050454544,-0.7270694132768594,0.5937962869792844,0.20499559674174725,0.20120811627896834,0.2779508317043134,0.1014350907054649,0,0,w,d,w,0.9429,0.0461,0.011
26631,2024-09-01 15:00:00,MUN,LIV,1.257403360704546,2.182496747422314,0.0,3.0,1.50087,2.10397,0.750435,2.551985,1.257403360704546,-0.8175032525776862,-0.24346663929545387,0.6816267474223139,0.5069683607045461,1.4320617474223138,0.21245646017068318,0.2122968780731993,0.5752466617561176,0.11201546757250798,0.2791859464357424,0,1,l,l,l,0.2409,0.2462,0.5129
26632,2024-09-14 11:30:00,SOU,MUN,1.1991599733313967,1.8903563226566609,0.0,3.0,1.35593,3.02693,0.677965,2.738465,1.1991599733313967,-1.1096436773433391,-0.1567700266686034,0.5344263226566608,0.5211949733313966,1.2123913226566607,0.2385822141661895,0.23388137764172548,0.527536408192085,0.14952889317242704,0.2962474567392889,0,1,l,l,l,0.0634,0.1533,0.7833
26633,2024-09-14 14:00:00,BRI,IPS,2.2615643002321626,0.8643062089559219,0.0,0.0,1.75696,0.721323,0.87848,0.3606615,2.2615643002321626,0.8643062089559219,0.5046043002321625,-0.8926537910440782,1.3830843002321624,-0.014173791044078121,0.6801672256142715,0.19113691743281497,0.12869585695291358,0.4148768891540327,0.10443361249301591,1,1,w,d,w,0.6638,0.2448,0.0914
26634,2024-09-14 14:00:00,FLH,WHU,1.7516124507676987,1.300902686643747,1.0,1.0,2.88601,0.682719,1.943005,0.8413595,0.7516124507676987,0.300902686643747,-1.1343975492323015,-1.5851073133562532,-0.19139254923230142,-0.6421023133562531,0.47375417760530225,0.24386879387964172,0.2823770285150561,0.2676409108947391,0.17133567992181273,0,0,w,d,w,0.8681,0.0971,0.0348
26635,2024-09-14 14:00:00,LIV,NOT,2.485519744775025,0.8822329804027372,0.0,1.0,1.17044,0.589532,0.58522,0.794766,2.485519744775025,-0.11776701959726277,1.3150797447750249,-0.2882070195972627,1.9002997447750247,0.29701298040273727,0.7137781734980214,0.1724851369627301,0.11373668953924844,0.4074004536745166,0.08392927024822042,0,1,w,l,w,0.5221,0.3244,0.1535
26636,2024-09-14 14:00:00,CRY,LEI,2.0424514784112566,0.9634398008421158,2.0,2.0,2.88716,1.65187,2.44358,1.825935,0.04245147841125663,-1.036560199157884,-0.8447085215887435,-1.9237201991578843,-0.40112852158874324,-1.480140199157884,0.6147652378269656,0.21603907265455483,0.16919568951847963,0.37545379238501575,0.12921413278576113,0,0,w,d,w,0.6779,0.1869,0.1352
26637,2024-09-14 14:00:00,MCI,BRE,2.608090651241867,0.866815802326716,2.0,1.0,1.55279,1.05094,1.776395,1.02547,0.6080906512418669,-0.13318419767328404,1.055300651241867,-0.6859741976732839,0.831695651241867,-0.909579197673284,0.7359846474386337,0.16148920477858988,0.10252614778277643,0.41380758990866207,0.07457147111831591,0,0,w,w,w,0.4771,0.2847,0.2382
26638,2024-09-14 16:30:00,AVL,EVE,2.2226953607683213,1.098273556901025,3.0,2.0,3.15876,0.852158,3.07938,1.426079,-0.7773046392316787,-0.9017264430989751,-0.9360646392316787,-2.0604864430989753,-0.8566846392316787,-1.981106443098975,0.6187100238998464,0.20484928867235053,0.17644068742780294,0.32764588165507574,0.10796589791303136,0,0,w,w,w,0.8919,0.0838,0.0243
26639,2024-09-14 19:00:00,BOU,CHE,1.8300605846967288,2.0585217156907767,0.0,1.0,1.53731,0.932726,0.768655,0.966363,1.8300605846967288,1.0585217156907767,0.2927505846967289,0.5212117156907767,1.061405584696729,1.2898667156907768,0.34716910588984773,0.21934199672839336,0.43348889738175894,0.1257911942264192,0.1575360114721433,0,1,l,l,w,0.5298,0.2902,0.18
26640,2024-09-15 13:00:00,TOT,ARS,1.0759378612928894,1.691419600885157,0.0,1.0,0.792595,1.1209,0.3962975,1.06045,1.0759378612928894,0.691419600885157,0.2833428612928893,0.8988246008851569,0.6796403612928894,1.295122100885157,0.23891984621241882,0.250552244323292,0.5105279094642892,0.18248542922445746,0.33559058825462595,0,1,l,l,l,0.234,0.3157,0.4503
26641,2024-09-15 15:30:00,WOL,NEW,1.367420872787706,1.9732707368690907,1.0,2.0,1.46969,1.48343,1.234845,1.741715,0.36742087278770597,-0.026729263130909287,-0.10226912721229398,0.5035807368690908,0.132575872787706,0.7384257368690907,0.2634075665121227,0.2282248331095856,0.5083676003782918,0.13744238806833137,0.25013378128893815,0,0,l,l,l,0.3576,0.2692,0.3732
26642,2024-09-21 11:30:00,WHU,CHE,1.5301414017231403,2.2461203975604103,0.0,3.0,0.758267,2.39727,0.3791335,2.698635,1.5301414017231403,-0.7538796024395897,0.7718744017231403,1.4878533975604102,1.1510079017231403,1.8669868975604103,0.2586099521352023,0.2118290638172142,0.5295609840475836,0.10487133939032801,0.2123417123605929,0,1,l,l,l,0.0778,0.15,0.7722
26643,2024-09-21 14:00:00,SOU,IPS,1.4062243032352224,1.4314583410723112,1.0,1.0,2.89813,1.645,1.949065,1.3225,0.4062243032352224,0.4314583410723112,-1.4919056967647777,-1.466671658927689,-0.5428406967647776,-0.5176066589276889,0.3641271125257122,0.2605755817490921,0.37529730572519576,0.23543211628444374,0.24138892643154533,0,0,l,d,w,0.6951,0.1778,0.1271
26644,2024-09-21 14:00:00,LEI,EVE,1.803184287595731,1.558584086491907,1.0,1.0,1.33793,1.82377,1.168965,1.4118849999999998,0.8031842875957309,0.5585840864919069,0.46525428759573084,0.22065408649190688,0.6342192875957309,0.3896190864919069,0.4317956100284133,0.23603522425093712,0.3321691657206496,0.20673724373574384,0.16232880727507312,0,0,w,d,l,0.2591,0.2621,0.4788
26645,2024-09-21 14:00:00,LIV,BOU,2.4544879047470634,0.9796182764109966,3.0,0.0,2.43731,1.46979,2.718655,0.734895,-0.5455120952529366,0.9796182764109966,0.017177904747063266,-1.4576917235890035,-0.2641670952529367,-1.7390367235890034,0.6868812343610485,0.1806137892002333,0.13250497643871811,0.369231608173291,0.086310631028427,1,0,w,w,w,0.597,0.2063,0.1967
26646,2024-09-21 14:00:00,FLH,NEW,1.3433557330430412,1.5385465115939203,3.0,1.0,3.21141,1.09768,2.855705,1.04884,-1.6566442669569588,0.5385465115939203,-1.8680542669569586,-1.6728634884060796,-1.5123492669569587,-1.3171584884060796,0.32864048470635426,0.2570547210924152,0.4143047942012305,0.21169918918860373,0.25683328339502726,0,0,l,w,w,0.8274,0.1124,0.0602
26647,2024-09-21 14:00:00,AVL,WOL,2.333490344166129,1.233509005740966,3.0,1.0,2.37351,0.520117,2.436755,0.7600585,-0.6665096558338708,0.2335090057409659,-0.04001965583387079,-1.1400009942590341,-0.10326465583387057,-1.203245994259034,0.6092423846255024,0.20057862855516095,0.19017898681933662,0.28590807683719666,0.09665727272086885,0,0,w,w,w,0.8449,0.1134,0.0417
26648,2024-09-21 14:00:00,TOT,BRE,1.7471473047655515,1.3289027822193886,3.0,1.0,3.89481,0.893565,3.272405,0.9467825,-1.2528526952344485,0.3289027822193886,-2.1476626952344486,-2.5659072177806115,-1.5252576952344485,-1.9435022177806114,0.4666752899289691,0.2437793232202018,0.2895453868508292,0.2602373913320304,0.17203730056410504,0,0,w,w,w,0.9397,0.0464,0.0139
26649,2024-09-21 16:30:00,CRY,MUN,1.5516754451564938,1.3675368538377053,0.0,0.0,1.66928,2.35056,0.83464,1.17528,1.5516754451564938,1.3675368538377053,-0.11760455484350629,-0.3017431461622948,0.7170354451564938,0.5328968538377052,0.4124736119179823,0.2553964582333088,0.3321299298487089,0.250665776735762,0.208890671209473,1,1,w,d,l,0.2248,0.2317,0.5435
26650,2024-09-22 13:00:00,BRI,NOT,1.35420792752984,0.971697646456672,2.0,2.0,1.56836,1.36923,1.78418,1.684615,-0.64579207247016,-1.028302353543328,-0.21415207247016,-0.596662353543328,-0.4299720724701601,-0.8124823535433281,0.4495203991223198,0.28488301296488916,0.26559658791279106,0.37344091098450943,0.2557485276745848,0,0,w,d,w,0.3886,0.31,0.3014
26651,2024-09-22 15:30:00,MCI,ARS,1.6792044629760787,1.00059952955341,2.0,2.0,2.75588,1.28411,2.32794,1.642055,-0.3207955370239213,-0.99940047044659,-1.0766755370239212,-1.7552804704465899,-0.6487355370239212,-1.3273404704465899,0.5255413261247268,0.2517391421536175,0.22271953172165576,0.3620431311948757,0.18495327893118566,0,0,w,d,w,0.72,0.1782,0.1018
26652,2024-09-28 11:30:00,NEW,MCI,1.1003121799440558,2.2635700219373365,1.0,1.0,1.34344,1.26516,1.17172,1.13258,0.10031217994405583,1.2635700219373365,-0.24312782005594413,0.9201300219373365,-0.07140782005594426,1.0918500219373364,0.1724648909016423,0.2015883415339643,0.6259467675643933,0.10372612715931755,0.32695733916791114,0,0,l,d,w,0.3867,0.2946,0.3187
26653,2024-09-28 14:00:00,NOT,FLH,1.3688824193751523,1.0168671385541799,0.0,1.0,0.614351,1.43592,0.3071755,1.2179600000000002,1.3688824193751523,0.016867138554179872,0.7545314193751523,0.4025161385541799,1.0617069193751523,0.7096916385541798,0.4428581202186329,0.28185827833902677,0.2752836014423404,0.35682491349049716,0.2518438915424339,0,1,w,l,l,0.1181,0.2591,0.6228
26654,2024-09-28 14:00:00,EVE,CRY,1.1063035694787873,1.4432027456284005,2.0,1.0,1.10959,1.12358,1.554795,1.06179,-0.8936964305212127,0.44320274562840045,-0.003286430521212802,0.3336127456284004,-0.44849143052121265,-0.11159225437159948,0.2860409700516937,0.2720721283986644,0.44188690154964183,0.23352470693645966,0.3259822628425867,0,0,l,w,l,0.3388,0.3145,0.3467
26655,2024-09-28 14:00:00,ARS,LEI,2.8151836677189745,0.7232512694027368,4.0,2.0,6.05305,0.337909,4.526525,1.1689545,-1.1848163322810255,-1.2767487305972631,-3.2378663322810253,-5.329798730597263,-1.7113413322810258,-3.8032737305972635,0.794542045477269,0.13516835047500902,0.0702896040477219,0.4785803937218,0.06135013677641764,0,0,w,w,w,0.9988,0.0009,0.0003
26656,2024-09-28 14:00:00,BRE,WHU,2.217393870757228,1.2459404640762244,1.0,1.0,0.370222,0.878617,0.685111,0.9393085,1.217393870757228,0.24594046407622439,1.847171870757228,0.8757184640762243,1.532282870757228,0.5608294640762244,0.5845816877400205,0.2094689637596615,0.205949348500318,0.28240341164787963,0.10826416505467555,0,0,w,d,l,0.1512,0.3899,0.4589
26657,2024-09-28 14:00:00,CHE,BRI,2.1026891812789716,1.21829009264937,4.0,2.0,3.65839,1.20712,3.829195,1.60356,-1.8973108187210284,-0.78170990735063,-1.5557008187210282,-2.4400999073506298,-1.7265058187210283,-2.61090490735063,0.5680220794477108,0.21753913803780664,0.21443878251448262,0.2904292977427127,0.12122656297755975,0,0,w,w,w,0.8777,0.0846,0.0377
26658,2024-09-28 16:30:00,WOL,LIV,0.8774415647300025,2.3414165888946132,1.0,2.0,0.748925,2.11724,0.8744624999999999,2.05862,-0.12255843526999755,0.34141658889461324,0.1285165647300025,1.5924915888946134,0.002979064730002534,1.4669540888946133,0.12429651420393449,0.18463539290810613,0.6910680928879593,0.0965686688283306,0.40938926964025874,0,0,l,l,l,0.0583,0.1722,0.7695
26659,2024-09-29 13:00:00,IPS,AVL,1.1768823809186273,1.9607657424083411,2.0,2.0,1.84608,1.14494,1.92304,1.57247,-0.8231176190813727,-0.03923425759165888,-0.6691976190813727,0.11468574240834117,-0.7461576190813728,0.037725742408341034,0.22408492111908532,0.2280681947545537,0.547846884126361,0.13952182561128196,0.3028872617182865,0,0,l,d,w,0.5579,0.2508,0.1913
26660,2024-09-29 15:30:00,MUN,TOT,1.573269144676511,1.6688187407283561,0.0,3.0,0.600721,5.4072,0.3003605,4.0611,1.573269144676511,-1.3311812592716439,0.9725481446765111,1.0680977407283563,1.272908644676511,1.368458240728356,0.3591150874233669,0.2420814651588044,0.39880344741782864,0.18550983990465877,0.203899917097296,0,1,l,l,l,0.0007,0.0037,0.9956
26661,2024-09-30 19:00:00,BOU,SOU,2.374069699432082,0.9540917949249668,3.0,1.0,1.44215,0.696068,2.221075,0.848034,-0.625930300567918,-0.04590820507503324,0.931919699432082,-0.4880582050750333,0.1529946994320821,-1.2669832050750331,0.6790572543279408,0.18596129282691393,0.13498145284514523,0.3788809740800072,0.09338445052744274,0,0,w,w,w,0.5743,0.2732,0.1525
26662,2024-10-05 11:30:00,CRY,LIV,0.8977115398023849,1.9236168705380512,0.0,1.0,0.609481,2.07332,0.3047405,1.53666,0.8977115398023849,0.9236168705380512,0.2882305398023849,1.3141358705380513,0.5929710398023849,1.6188763705380511,0.16855777779135886,0.22544581820687012,0.605996404001771,0.14548138593242677,0.4012942458388724,0,1,l,l,l,0.0716,0.1652,0.7632
26663,2024-10-05 14:00:00,LEI,BOU,1.3922669231738363,2.0381399555855824,1.0,0.0,0.912063,1.94963,0.9560315,0.974815,0.39226692317383627,2.0381399555855824,0.4802039231738363,1.1260769555855825,0.43623542317383623,1.0821084555855824,0.2593501982966735,0.22395714069100656,0.51669266101232,0.12887705208486316,0.2439267935059907,1,0,l,w,l,0.1209,0.225,0.6541
26664,2024-10-05 14:00:00,MCI,FLH,2.313586391996768,0.7955893193531989,3.0,2.0,1.36684,2.75846,2.04592,2.37923,-0.6864136080032321,-1.2044106806468011,0.9467463919967678,-0.5712506806468012,0.26766639199676767,-1.2503306806468013,0.7054335423171549,0.18229156304547006,0.11227489463737504,0.4447209321399428,0.09942222059854323,0,0,w,w,l,0.1266,0.1656,0.7078
26665,2024-10-05 14:00:00,WHU,IPS,1.8958100605951937,1.2026163403568235,4.0,1.0,4.39402,1.18463,4.197010000000001,1.092315,-2.1041899394048063,0.20261634035682352,-2.4982099394048065,-3.1914036596431767,-2.301199939404807,-2.994393659643177,0.5279516625569421,0.2334676065314048,0.23858073091165308,0.29521460125494287,0.1487164798881925,0,0,w,w,w,0.9499,0.0394,0.0107
26666,2024-10-05 14:00:00,ARS,SOU,2.9663763488952735,0.6355646607748342,3.0,1.0,3.25165,1.27313,2.9133250000000004,1.136565,-0.03362365110472654,-0.3644353392251658,-0.2852736511047267,-2.616085339225166,0.053051348895273076,-2.277760339225166,0.8293945589170832,0.11736370273960761,0.053241738343309024,0.5231321217618496,0.05326460760982097,0,0,w,w,w,0.8063,0.1259,0.0678
26667,2024-10-05 14:00:00,BRE,WOL,1.990681362955958,1.0604316012769592,5.0,3.0,4.13513,0.696254,4.330065,1.848127,-3.009318637044042,-1.9395683987230408,-2.144448637044042,-3.074698398723041,-2.339383637044042,-3.269633398723041,0.5810939310236182,0.22353017906873307,0.19537588990764873,0.34052025117131285,0.13572705852116107,0,0,w,w,w,0.9617,0.03,0.0083
26669,2024-10-05 16:30:00,EVE,NEW,1.293821557237171,1.8697058453988888,0.0,0.0,0.692214,1.79048,0.346107,0.89524,1.293821557237171,1.8697058453988888,0.601607557237171,1.177491845398889,0.947714557237171,1.523598845398889,0.2625767521852438,0.23552448521326938,0.5018987626014868,0.1524138216446452,0.2694044623420061,1,1,l,d,l,0.0811,0.2469,0.672
26668,2024-10-06 13:00:00,CHE,NOT,2.2738388135603933,1.0441706736687035,1.0,1.0,2.27752,1.66654,1.63876,1.33327,1.2738388135603933,0.04417067366870353,-0.0036811864396066873,-1.2333493263312965,0.6350788135603933,-0.5945893263312965,0.6406240466798669,0.198593486584574,0.16078246673555904,0.3459873522972804,0.10279635203461,0,0,w,d,w,0.5362,0.2216,0.2422
26670,2024-10-06 13:00:00,AVL,MUN,2.1616028193987074,1.4985998775096558,0.0,0.0,0.532809,0.448537,0.2664045,0.2242685,2.1616028193987074,1.4985998775096558,1.6287938193987075,0.9657908775096559,1.8951983193987074,1.232195377509656,0.5194609245303768,0.21661825792231174,0.26392081754731145,0.21919902175006045,0.1139824784792511,1,1,w,d,d,0.2909,0.4681,0.241
26671,2024-10-06 15:30:00,BRI,TOT,1.4020435194187968,1.7232435678534954,3.0,2.0,1.97217,1.09279,2.486085,1.546395,-1.5979564805812032,-0.2767564321465046,-0.5701264805812032,-0.24892643214650456,-1.0840414805812033,-0.7628414321465047,0.31033381681612066,0.24397695756422216,0.44568922561965724,0.1760233039650431,0.2418821156632542,0,0,l,w,w,0.6114,0.2216,0.167
