Player ID,Name,Last Name,Cost Today,Form,Position,Team,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Points,Points/Game,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Chance Of Playing Next,Total Cost Change,Cost Change GW,Total Transfers Out,Transfers Out GW,Total Transfers in,Transfers in GW,Influence,Creativity,Threat,ICT Index,Last GW,GW38,GW39,GW40,GW41,GW42,GW43,Difficulty Score,Cost Today,Total Cost Change,Cost Change GW,Position,Team,Index,xGi,xGc
65,Ryan,Christie,£5.00,2.6,MID,Bournemouth,0.1,0,5,8,3,88,2.4,5,428,54,2818,6,0,0,0,0,100,£0.00,£0.00,26950,146,29741,89,604.6,760.8,339,170.7,37,CHE (A),,,,,,3,50,0,0,3,91,0.8666666667,0.23,1.52
66,Lewis,L.Cook,£4.80,2.4,MID,Bournemouth,0.1,0,3,8,2,75,2.3,5,430,49,2697,5,1,0,0,0,100,-£0.20,-£0.10,29671,151,31570,36,509,654.6,66,123.2,37,CHE (A),,,,,,3,48,-2,-1,3,91,0.8,0.1,1.65
67,Siriki,Siriki,£4.50,0,MID,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,399,0,0,0,0,0,0,0,37,CHE (A),,,,,,3,45,0,0,3,91,0,0,0
68,Ryan,Fredericks,£4.30,0,DEF,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,2602,6,996,6,0,0,0,0,37,CHE (A),,,,,,3,43,-2,0,2,91,0,0,0
69,James,Hill,£4.00,0.4,DEF,Bournemouth,0.1,0,0,0,0,5,1,0,22,1,74,0,0,0,0,0,100,£0.00,£0.00,23858,54,8786,67,32.6,2.2,0,3.5,37,CHE (A),,,,,,3,40,0,0,2,91,0.1333333333,0.01,1.63
70,Lloyd,Kelly,£4.50,1.8,DEF,Bournemouth,0.1,0,1,4,1,47,2.1,5,290,32,1547,2,0,0,0,0,100,£0.00,£0.00,19678,212,25363,101,273.8,141.6,48,46.4,37,CHE (A),,,,,,3,45,0,0,2,91,0.6,0.06,1.44
71,Gavin,Kilkenny,£4.30,0,MID,Bournemouth,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,12296,20,8269,0,0,0,0,0,37,CHE (A),,,,,,3,43,-2,0,3,91,0,0,0
72,Justin,Kluivert,£4.60,3.4,MID,Bournemouth,0.7,7,1,11,3,99,3.2,2,230,21,1852,5,0,0,0,0,,-£0.40,£0.00,209650,2265,236548,610,362.2,282.3,611,125.8,37,CHE (A),,,,,,3,46,-4,0,3,91,1.133333333,0.35,1.43
73,Jamal,Lowe,£4.90,0,MID,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,1293,0,81,0,0,0,0,0,37,CHE (A),,,,,,3,49,-1,0,3,91,0,0,0
74,Emiliano,Marcondes,£4.30,0,MID,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,10918,10,9461,0,0,0,0,0,37,CHE (A),,,,,,3,43,-2,0,3,91,0,0,0
75,Chris,Mepham,£4.30,0,DEF,Bournemouth,0.1,0,1,1,0,16,1.6,0,113,16,613,2,0,0,0,0,0,-£0.20,£0.00,14525,60,10067,4,142.6,40,27,21,37,CHE (A),,,,,,3,43,-2,0,2,91,0,0.03,1.52
76,Kieffer,Moore,£4.60,0,FWD,Bournemouth,0.2,1,0,0,0,14,1.8,2,38,2,100,0,0,0,0,0,0,-£0.40,£0.00,53886,51,20322,0,37.4,27.9,81,14.1,37,CHE (A),,,,,,3,46,-4,0,4,91,0,1.6,2.03
77,Norberto,Neto,£4.60,0.2,GK,Bournemouth,4.6,0,0,7,0,108,3.5,14,576,53,2790,5,0,109,1,0,100,£0.10,£0.00,803381,11998,1167620,620,845.2,0,0,84.5,37,CHE (A),,,,,,3,46,1,0,1,91,0.06666666667,0,1.57
78,Dango,O.Dango,£4.70,2.6,MID,Bournemouth,0,1,2,5,2,55,1.9,3,202,24,1183,3,0,0,0,0,100,-£0.30,£0.00,7549,58,4340,25,286,234.5,299,82.2,37,CHE (A),,,,,,3,47,-3,0,3,91,0.8666666667,0.27,1.57
79,Ben,Pearson,£4.50,0,MID,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,112,0,0,0,0,0,0,0,37,CHE (A),,,,,,3,45,0,0,3,91,0,0,0
80,Darren,Randolph,£3.90,0,GK,Bournemouth,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-£0.10,£0.00,33556,102,10715,36,0,0,0,0,37,CHE (A),,,,,,3,39,-1,0,1,91,0,0,0
81,Joe,Rothwell,£4.80,0,MID,Bournemouth,0,0,0,0,0,13,1.2,0,54,12,380,0,0,0,0,0,0,-£0.20,£0.00,2065,1,836,0,45.8,63.9,5,11.6,37,CHE (A),,,,,,3,48,-2,0,3,91,0,0.06,2.66
82,Antoine,Semenyo,£4.50,3.2,FWD,Bournemouth,2,8,4,8,2,106,3.3,14,352,31,2009,5,0,0,0,0,100,£0.00,£0.00,978551,2378,1056039,1189,492.2,383.2,709,158.6,37,CHE (A),,,,,,3,45,0,0,4,91,1.066666667,0.28,1.5
83,Marcos,Senesi,£4.40,4.8,DEF,Bournemouth,2.5,4,5,6,4,102,3.4,13,467,42,2156,12,0,0,0,0,100,-£0.10,£0.00,979915,4365,1209833,3991,697.8,274.9,139,111.5,37,CHE (A),,,,,,3,44,-1,0,2,91,1.6,0.17,1.67
84,Adam,Smith,£4.40,3.8,DEF,Bournemouth,0.5,0,3,8,6,80,2.9,4,378,33,2148,6,0,0,0,0,100,-£0.10,£0.00,85790,1065,134000,148,336.4,296.5,27,66.1,37,CHE (A),,,,,,3,44,-1,0,2,91,1.266666667,0.06,1.38
85,Dominic,Solanke,£7.00,3.6,FWD,Bournemouth,18.8,19,3,10,6,174,4.7,20,563,61,3294,3,0,0,0,1,100,£0.50,£0.00,5287667,32618,6890056,8814,902,479.6,1336,271.9,37,CHE (A),,,,,,3,70,5,0,4,91,1.2,0.59,1.53
86,Marcus,Tavernier,£5.00,0.2,MID,Bournemouth,0.3,3,4,8,1,88,3,5,313,36,2060,3,0,0,0,0,100,-£0.50,£0.00,351342,202,364936,55,450.8,601,444,149.6,37,CHE (A),,,,,,3,50,-5,0,3,91,0.06666666667,0.34,1.39
87,Hamed,Hamed Traorè,£4.70,0,MID,Bournemouth,0,0,0,0,0,3,1,0,10,1,44,0,0,0,0,0,0,-£0.30,£0.00,2233,2,619,0,12.8,14.8,30,5.7,37,CHE (A),,,,,,3,47,-3,0,3,91,0,0.37,1.72
88,Mark,Travers,£4.00,3.8,GK,Bournemouth,0.3,0,0,2,1,19,4.8,2,79,5,360,0,0,13,0,0,100,£0.00,£0.00,14171,590,25452,1673,92.6,0,0,9.3,37,CHE (A),,,,,,3,40,0,0,1,91,1.266666667,0,1.74
89,Illia,Zabarnyi,£4.40,1.8,DEF,Bournemouth,2.1,1,0,8,1,83,2.3,3,565,65,3240,5,0,0,0,0,,-£0.10,£0.00,393627,4201,606349,94,662.6,110.1,117,89.1,37,CHE (A),,,,,,3,44,-1,0,2,91,0.6,0.05,1.59
595,Milos,Kerkez,£4.40,1.4,DEF,Bournemouth,0.3,0,2,6,0,59,2.2,1,283,35,1876,3,1,0,0,0,100,-£0.10,£0.00,167221,394,172078,61,300.4,187.7,148,63.7,37,CHE (A),,,,,,3,44,-1,0,2,91,0.4666666667,0.1,1.72
607,Ionuț,Radu,£4.30,0,GK,Bournemouth,0.1,0,0,0,0,2,1,0,31,7,180,0,0,5,0,0,,-£0.20,£0.00,11432,53,7163,23,33,0,0,3.3,37,CHE (A),,,,,,3,43,-2,0,1,91,0,0,1.38
619,Ben,Greenwood,£4.00,0,DEF,Bournemouth,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,20603,32,14881,0,0,0,0,0,37,CHE (A),,,,,,3,40,0,0,2,91,0,0,0
643,Max,Aarons,£4.40,0.4,DEF,Bournemouth,0.1,0,1,2,0,27,1.4,0,192,33,1164,1,0,0,0,0,100,-£0.10,£0.00,33577,34,30551,38,175.8,112.5,27,31.3,37,CHE (A),,,,,,3,44,-1,0,2,91,0.1333333333,0.07,2.02
644,Alex,Scott,£4.90,1.8,MID,Bournemouth,0,1,1,3,1,40,1.8,3,161,25,983,3,0,0,0,0,100,-£0.10,£0.00,6452,31,6709,15,196.8,293.7,116,60.6,37,CHE (A),,,,,,3,49,-1,0,3,91,0.6,0.18,1.6
673,Tyler,Adams,£4.90,0.2,MID,Bournemouth,0,0,0,0,1,5,1.7,1,28,3,118,0,0,0,0,0,100,-£0.10,£0.00,996,7,1073,18,24.6,14.1,10,4.9,37,CHE (A),,,,,,3,49,-1,0,3,91,0.06666666667,0.02,1.38
705,Luis,Sinisterra,£5.50,0,MID,Bournemouth,0,2,2,1,0,43,2.1,2,149,18,685,0,0,0,0,0,0,£0.00,£0.00,18689,31,19377,23,221.4,251.4,343,81.7,37,CHE (A),,,,,,3,55,0,0,3,91,0,0.48,1.5
799,Romain,Faivre,£5.00,0.2,MID,Bournemouth,0,0,0,0,0,4,0.8,0,9,1,37,1,0,0,0,0,75,£0.00,£0.00,299,9,288,1,5,2.5,13,1.8,37,CHE (A),,,,,,3,50,0,0,3,91,0.06666666667,0.43,0.34
802,Max,Kinsey,£4.00,0,DEF,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,1228,30,1869,25,0,0,0,0,37,CHE (A),,,,,,3,40,0,0,2,91,0,0,0
804,Enes,Enes Ünal,£5.00,3,FWD,Bournemouth,0,2,3,1,1,35,2.3,3,91,7,249,1,0,0,0,0,100,£0.00,£0.00,4908,158,7318,77,139.8,37.5,209,38,37,CHE (A),,,,,,3,50,0,0,4,91,1,0.78,1.4
811,Dominic,Sadi,£4.50,0.2,MID,Bournemouth,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,,£0.00,£0.00,401,8,635,14,0,0,0,0,37,CHE (A),,,,,,3,45,0,0,3,91,0.06666666667,0,0
849,Michael,Dacosta Gonzalez,£4.50,0,MID,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,30,2,75,11,0,0,0,0,37,CHE (A),,,,,,3,45,0,0,3,91,0,0,0
855,Callan,McKenna,£4.00,0,GK,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,60,10,197,20,0,0,0,0,37,CHE (A),,,,,,3,40,0,0,1,91,0,0,0
90,Kristoffer,Ajer,£4.40,3.8,DEF,Brentford,0.7,2,1,5,6,68,2.4,3,323,33,1826,5,0,0,0,0,100,-£0.10,£0.00,121622,1101,161930,368,406.8,166.6,223,79.7,37,NEW (H),,,,,,3,44,-1,0,2,94,1.266666667,0.19,1.45
91,Ellery,Balcombe,£3.90,0,GK,Brentford,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,19379,58,10998,17,0,0,0,0,37,NEW (H),,,,,,3,39,-1,0,1,94,0,0,0
92,Shandon,Baptiste,£4.30,0,MID,Brentford,0.7,1,1,0,0,19,1.9,0,83,5,222,1,0,0,0,0,100,-£0.20,£0.00,346943,304,120397,65,92.4,54.8,60,20.6,37,NEW (H),,,,,,3,43,-2,0,3,94,0,0.51,1.3
93,Mads,Bech,£4.00,0,DEF,Brentford,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,16270,17,2309,0,0,0,0,0,37,NEW (H),,,,,,3,40,0,0,2,94,0,0,0
94,Mads,Bidstrup,£4.50,0,MID,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,138,0,0,0,0,0,0,0,37,NEW (H),,,,,,3,45,0,0,3,94,0,0,0
95,Sergi,Canós,£5.00,0,MID,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,3869,0,292,0,0,0,0,0,37,NEW (H),,,,,,3,50,0,0,3,94,0,0,0
96,Nathan,Collins,£4.50,3.2,DEF,Brentford,0.9,1,1,7,2,84,2.6,8,489,51,2649,3,0,0,0,0,75,£0.00,£0.00,186676,3219,245257,179,653.8,151.5,180,98.7,37,NEW (H),,,,,,3,45,0,0,2,94,1.066666667,0.08,1.41
97,Matthew,Cox,£4.00,0,GK,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,566,1,0,0,0,0,0,0,37,NEW (H),,,,,,3,40,0,0,1,94,0,0,0
98,Mikkel,Damsgaard,£4.80,2.2,MID,Brentford,0,0,4,5,3,44,2,0,152,8,803,2,0,0,0,0,100,-£0.20,£0.00,12579,52,4804,47,161.6,175.3,103,44.2,37,NEW (H),,,,,,3,48,-2,0,3,94,0.7333333333,0.19,1.05
99,Josh,Dasilva,£4.70,0,MID,Brentford,0,0,0,0,0,3,1,0,6,0,22,0,0,0,0,0,0,-£0.30,£0.00,11099,9,1296,9,6.8,15.4,14,3.6,37,NEW (H),,,,,,3,47,-3,0,3,94,0,0.94,0.41
100,Halil,Dervişoğlu,£4.50,0,FWD,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,859,0,0,0,0,0,0,0,37,NEW (H),,,,,,3,45,0,0,4,94,0,0,0
101,Mark,Flekken,£4.70,4.2,GK,Brentford,4.6,0,1,7,3,118,3.3,12,669,59,3195,3,0,112,0,0,100,£0.20,£0.00,712502,4941,992360,2487,900,40.3,0,94.1,37,NEW (H),,,,,,3,47,2,0,1,94,1.4,0,1.43
102,Charlie,Goode,£3.90,0,DEF,Brentford,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,26279,72,21259,0,0,0,0,0,37,NEW (H),,,,,,3,39,-1,0,2,94,0,0,0
103,Rico,Henry,£4.30,0,DEF,Brentford,0.8,0,1,1,0,13,2.6,0,74,5,401,1,0,0,0,0,0,-£0.20,£0.00,737666,118,560336,5,72.8,67.9,17,15.7,37,NEW (H),,,,,,3,43,-2,0,2,94,0,0.22,1.15
104,Aaron,Hickey,£4.30,0,DEF,Brentford,0.1,0,0,2,0,17,1.9,0,87,12,713,5,0,0,0,0,0,-£0.20,£0.00,44031,18,23570,5,66.6,28.4,37,12.9,37,NEW (H),,,,,,3,43,-2,0,2,94,0,0.05,1.29
105,Vitaly,Janelt,£5.20,3.2,MID,Brentford,0.1,0,4,9,3,86,2.3,1,434,49,2981,8,0,0,0,0,,-£0.30,£0.00,21736,60,19160,89,465.4,545.8,266,127.9,37,NEW (H),,,,,,3,52,-3,0,3,94,1.066666667,0.15,1.36
106,Mathias,Jensen,£5.20,1.2,MID,Brentford,0.7,3,4,9,0,97,3.1,10,417,42,2138,4,0,0,0,0,100,-£0.30,£0.00,535691,509,509304,84,477.8,685.7,133,129.5,37,NEW (H),,,,,,3,52,-3,0,3,94,0.4,0.23,1.42
107,Keane,Lewis-Potter,£4.70,3.8,MID,Brentford,0.1,3,2,6,3,73,2.4,1,186,29,1428,0,0,0,0,0,100,-£0.30,£0.00,19303,64,19740,47,280,203.8,573,105.6,37,NEW (H),,,,,,3,47,-3,0,3,94,1.266666667,0.5,1.27
108,Bryan,Mbeumo,£6.80,6.2,MID,Brentford,6.5,9,7,5,12,125,5.2,12,357,27,1867,2,0,0,0,0,100,£0.30,£0.00,5239521,2951,4848583,8654,541.2,557.3,574,167.1,37,NEW (H),,,,,,3,68,3,0,3,94,2.066666667,0.74,1.2
109,Ben,Mee,£4.70,0,DEF,Brentford,1.1,2,1,1,0,39,2.4,3,210,28,1272,1,1,0,0,0,0,-£0.30,£0.00,752816,538,265985,33,334.8,88.2,118,54.2,37,NEW (H),,,,,,3,47,-3,0,2,94,0,0.17,1.75
110,Christian,Nørgaard,£5.20,2.2,MID,Brentford,0.1,2,1,6,3,72,2.4,3,402,47,2414,8,0,0,0,0,100,-£0.30,£0.00,41299,36,34217,43,488.2,374,316,118.2,37,NEW (H),,,,,,3,52,-3,0,3,94,0.7333333333,0.21,1.49
111,Frank,Onyeka,£4.90,0.2,MID,Brentford,0,1,2,1,0,39,1.5,0,150,27,1147,8,0,0,0,0,75,-£0.10,£0.00,5044,38,5026,3,259,178.3,189,62.6,37,NEW (H),,,,,,3,49,-1,0,3,94,0.06666666667,0.27,1.72
112,Ethan,Pinnock,£4.50,4.2,DEF,Brentford,1.4,2,0,5,2,77,2.8,5,466,42,2431,1,0,0,0,0,100,£0.00,£0.00,703282,837,631755,569,650,62.6,221,93.8,37,NEW (H),,,,,,3,45,0,0,2,94,1.4,0.1,1.32
114,Mads,Roerslev,£4.40,1,DEF,Brentford,0.5,1,2,5,1,74,2.2,3,339,37,1913,1,0,0,0,0,100,-£0.10,£0.00,73287,1211,115424,29,372.6,266.1,94,73.8,37,NEW (H),,,,,,3,44,-1,0,2,94,0.3333333333,0.11,1.65
115,Kevin,Schade,£5.20,2.2,MID,Brentford,0.1,2,2,1,1,32,3.2,2,79,4,311,0,0,0,0,0,100,-£0.30,£0.00,26704,29,19145,13,105.6,57,100,26,37,NEW (H),,,,,,3,52,-3,0,3,94,0.7333333333,0.58,0.83
116,Thomas,Strakosha,£3.90,0,GK,Brentford,1.3,0,0,0,0,4,2,0,24,2,135,0,0,6,0,0,100,-£0.10,£0.00,206218,710,279738,45,42.8,0,0,4.3,37,NEW (H),,,,,,3,39,-1,0,1,94,0,0.01,1.12
117,Ivan,Toney,£7.70,1.2,FWD,Brentford,3.9,4,2,3,1,53,3.3,4,155,26,1359,4,0,0,0,0,100,-£0.30,£0.00,1975212,9970,2334729,1660,268.8,194.5,483,94.3,37,NEW (H),,,,,,3,77,-3,0,4,94,0.4,0.44,1.62
118,Ryan,Trevitt,£4.50,0,MID,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1963,1,236,0,0,0,0,0,37,NEW (H),,,,,,3,45,0,0,3,94,0,0,0
119,Yoane,Wissa,£5.70,6.8,FWD,Brentford,5,11,3,11,11,122,3.7,14,422,36,2405,6,0,0,0,0,100,-£0.30,£0.00,2548710,3568,2402260,6825,548.2,372.5,750,165.7,37,NEW (H),,,,,,3,57,-3,0,4,94,2.266666667,0.44,1.28
120,Yegor,Yarmoliuk,£4.20,1,MID,Brentford,0.7,0,0,4,1,32,1.2,0,92,9,664,2,0,0,0,0,,-£0.30,£0.00,106429,813,90428,2338,94,66.2,110,26.8,37,NEW (H),,,,,,3,42,-3,0,3,94,0.3333333333,0.26,1.28
121,Mathias,Zanka,£4.30,0,DEF,Brentford,0.3,1,0,2,0,29,2.2,3,160,20,996,4,0,0,0,0,,-£0.20,£0.00,28269,1097,46381,35,198,71.7,90,36,37,NEW (H),,,,,,3,43,-2,0,2,94,0,0.11,1.47
258,Neal,Maupay,£4.90,0.2,FWD,Brentford,0.9,6,3,4,0,76,2.5,6,250,36,1401,7,0,0,0,0,100,-£0.10,£0.00,381314,933,345743,258,325.8,241.9,568,112.6,37,NEW (H),,,,,,3,49,-1,0,4,94,0.06666666667,0.57,1.65
508,Sergio,Reguilón,£4.50,4.5,DEF,Brentford,3,0,6,5,2,73,3,14,336,27,1451,7,1,0,0,0,100,£0.00,£0.00,396482,4657,691873,2074,380,421.2,109,91.1,37,NEW (H),,,,,,3,45,0,0,2,94,1.5,0.22,1.72
620,Michael,Olakigbe,£4.50,0,MID,Brentford,0,0,0,0,0,8,1,0,14,0,51,0,0,0,0,0,0,£0.00,£0.00,3929,2,3360,0,4.8,4.1,27,3.5,37,NEW (H),,,,,,3,45,0,0,3,94,0,0.29,1.24
684,Ethan,Brierley,£4.50,0,MID,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,1970,12,2371,11,0,0,0,0,37,NEW (H),,,,,,3,45,0,0,3,94,0,0,0
701,Saman,Ghoddos,£4.50,0,MID,Brentford,0,1,0,0,0,25,1.4,0,121,19,701,5,0,0,0,0,100,£0.00,£0.00,12678,18,14343,10,134.2,162.9,45,34.4,37,NEW (H),,,,,,3,45,0,0,3,94,0,0.17,1.53
725,Ji-Soo,Kim Ji-Soo,£4.00,0,DEF,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,£0.00,£0.00,4260,43,5427,33,0,0,0,0,37,NEW (H),,,,,,3,40,0,0,2,94,0,0,0
733,Valintino,Adedokun,£4.00,0,DEF,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,3225,30,4867,35,0,0,0,0,37,NEW (H),,,,,,3,40,0,0,2,94,0,0,0
744,Myles,Peart-Harris,£4.50,0,MID,Brentford,0,0,0,0,0,3,1,0,6,0,11,0,0,0,0,0,0,£0.00,£0.00,208,1,201,0,2.2,10.9,2,1.5,37,NEW (H),,,,,,3,45,0,0,3,94,0,0,0.57
752,Vincent,Angelini,£4.00,0,GK,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,1249,11,1970,26,0,0,0,0,37,NEW (H),,,,,,3,40,0,0,1,94,0,0,0
789,Hákon,Valdimarsson,£4.00,0,GK,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,500,11,811,17,0,0,0,0,37,NEW (H),,,,,,3,40,0,0,1,94,0,0,0
797,Benjamin,Fredrick,£4.00,0,DEF,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,889,25,1411,15,0,0,0,0,37,NEW (H),,,,,,3,40,0,0,2,94,0,0,0
834,Benjamin,Arthur,£4.00,0,DEF,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,624,29,1436,27,0,0,0,0,37,NEW (H),,,,,,3,40,0,0,2,94,0,0,0
122,Simon,Adingra,£5.00,1.8,MID,Brighton,0.6,6,1,4,4,95,3.2,8,323,37,2140,3,0,0,0,0,100,£0.00,£0.00,390452,941,411112,708,470.6,491.5,743,170.3,37,MUN (H),,,,,,3,50,0,0,3,36,0.6,0.3,1.5
123,Steven,Alzate,£4.40,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,13598,3,2752,0,0,0,0,0,37,MUN (H),,,,,,3,44,-1,0,3,36,0,0,0
124,Yasin,Ayari,£4.50,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,5113,1,483,0,0,0,0,0,37,MUN (H),,,,,,3,45,0,0,3,36,0,0,0
125,Facundo,Buonanotte,£4.70,1.8,MID,Brighton,0.1,3,1,6,4,57,2.1,1,160,19,1356,7,0,0,0,0,100,-£0.30,£0.00,19517,55,18531,39,254.8,291.3,238,78.4,37,MUN (H),,,,,,3,47,-3,0,3,36,0.6,0.24,1.4
127,Aaron,Connolly,£4.50,0,FWD,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,3972,3,0,0,0,0,0,0,37,MUN (H),,,,,,3,45,0,0,4,36,0,0,0
128,Mahmoud,Dahoud,£4.80,0,MID,Brighton,0.1,0,1,1,0,14,1.6,0,68,6,449,1,1,0,0,0,0,-£0.20,£0.00,19645,4,8538,0,70.4,127.2,24,21.7,37,MUN (H),,,,,,3,48,-2,0,3,36,0,0.15,1.03
129,Lewis,Dunk,£5.20,2,DEF,Brighton,6.3,3,1,5,2,89,2.7,11,567,53,2869,6,1,0,0,0,50,£0.20,£0.00,894525,8091,1087719,3298,823,205.4,389,141.7,37,MUN (H),,,,,,3,52,2,0,2,36,0.6666666667,0.17,1.56
130,Julio,Enciso,£5.00,1,MID,Brighton,0.4,0,2,0,3,19,1.7,0,60,10,435,2,0,0,0,0,100,-£0.50,£0.00,389744,72,50472,149,81,129.9,155,36.6,37,MUN (H),,,,,,3,50,-5,0,3,36,0.3333333333,0.55,1.82
131,Pervis,Estupiñan,£4.70,0,DEF,Brighton,14.8,2,3,3,0,57,3,7,291,26,1242,4,0,0,0,0,0,-£0.30,-£0.10,7567068,14711,3943298,44,350.8,382.6,156,89,37,MUN (H),,,,,,3,47,-3,-1,2,36,0,0.23,1.92
132,Evan,Ferguson,£5.70,0,FWD,Brighton,3.6,6,1,2,0,69,2.6,5,218,28,1356,1,0,0,0,0,0,-£0.30,£0.00,1713349,1569,1378007,67,275,106.7,393,77.3,37,MUN (H),,,,,,3,57,-3,0,4,36,0,0.35,1.47
133,Billy,Gilmour,£4.80,1.4,MID,Brighton,0.2,0,3,6,3,61,2.1,4,355,36,2107,7,1,0,0,0,100,-£0.20,£0.00,86883,67,90234,63,291.4,479.4,104,87.5,37,MUN (H),,,,,,3,48,-2,0,3,36,0.4666666667,0.15,1.53
134,Pascal,Gross,£6.10,2,MID,Brighton,4.2,4,11,7,4,151,4.3,29,708,48,3022,6,0,0,0,0,100,-£0.40,£0.00,1801935,7771,1819485,2383,972.6,1616.4,430,302,37,MUN (H),,,,,,3,61,-4,0,3,36,0.6666666667,0.44,1.49
135,João Pedro,João Pedro,£5.20,2.8,FWD,Brighton,6,9,3,5,5,102,3.4,12,400,36,1947,2,0,0,0,1,100,-£0.30,£0.00,3962541,6943,2208017,1231,611.4,551.9,899,206.3,37,MUN (H),,,,,,3,52,-3,0,4,36,0.9333333333,0.73,1.45
136,Michał,Karbownik,£4.00,0,DEF,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,2436,6,0,0,0,0,0,0,37,MUN (H),,,,,,3,40,0,0,2,36,0,0,0
137,Kacper,Kozłowski,£4.50,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,138,0,0,0,0,0,0,0,37,MUN (H),,,,,,3,45,0,0,3,36,0,0,0
138,Adam,Lallana,£4.90,0.2,MID,Brighton,0,0,1,2,0,29,1.2,0,94,13,783,2,0,0,0,0,100,-£0.10,£0.00,10163,22,6003,27,80.6,235.7,110,42.3,37,MUN (H),,,,,,3,49,-1,0,3,36,0.06666666667,0.24,1.36
139,Tariq,Lamptey,£3.90,0.4,DEF,Brighton,3.5,0,3,1,2,30,1.7,0,153,19,899,3,0,0,0,0,100,-£0.10,£0.00,1261346,1706,913776,1357,144.4,171.9,60,37.4,37,MUN (H),,,,,,3,39,-1,0,2,36,0.1333333333,0.12,1.42
140,Solly,March,£6.10,0,MID,Brighton,2,3,1,2,0,39,5.6,6,134,11,555,1,0,0,0,0,0,-£0.40,£0.00,1252190,220,1022288,39,197.4,126.5,139,46.4,37,MUN (H),,,,,,3,61,-4,0,3,36,0,0.5,1.7
141,Tom,McGill,£3.90,0,GK,Brighton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,25140,79,21726,25,0,0,0,0,37,MUN (H),,,,,,3,39,-1,0,1,36,0,0,0
142,James,Milner,£4.80,0,MID,Brighton,0.1,0,2,4,0,28,1.9,0,146,12,770,3,0,0,0,0,0,-£0.20,£0.00,24931,20,9157,10,152.8,253.5,61,46.8,37,MUN (H),,,,,,3,48,-2,0,3,36,0,0.28,1.5
143,Kaoru,Mitoma,£6.40,0,MID,Brighton,11.9,3,7,1,0,74,3.9,7,252,27,1485,4,0,0,0,0,0,-£0.10,£0.00,5584404,2287,2988977,85,327.6,375.1,636,134,37,MUN (H),,,,,,3,64,-1,0,3,36,0,0.43,1.49
