Player ID,Name,Last Name,Cost Today,Form,Position,Team,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Points,Points/Game,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Chance Of Playing Next,Total Cost Change,Cost Change GW,Total Transfers Out,Transfers Out GW,Total Transfers in,Transfers in GW,Influence,Creativity,Threat,ICT Index,Last GW,GW38,GW39,GW40,GW41,GW42,GW43,Difficulty Score,Cost Today,Total Cost Change,Cost Change GW,Position,Team,Index,xGi,xGc
144,Jakub,Moder,£4.40,0.6,MID,Brighton,0.1,0,0,1,1,19,1.2,0,75,11,518,2,0,0,0,0,100,-£0.10,£0.00,12087,32,8852,18,72,69.5,64,20.6,37,MUN (H),,,,,,3,44,-1,0,3,36,0.2,0.16,1.98
146,Jeremy,Sarmiento,£4.50,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1600,0,0,0,0,0,0,0,37,MUN (H),,,,,,3,45,0,0,3,36,0,0,0
147,Kjell,Scherpen,£4.00,0,GK,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,36,0,0,0,0,0,0,0,37,MUN (H),,,,,,3,40,0,0,1,36,0,0,0
148,Jason,Steele,£4.00,0,GK,Brighton,1.7,0,0,2,0,41,2.6,5,288,32,1440,0,0,41,0,0,,-£0.50,£0.00,593619,1095,229599,471,366.2,0.1,0,36.6,37,MUN (H),,,,,,3,40,-5,0,1,36,0,0,1.48
149,Deniz,Undav,£5.50,0,FWD,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,4506,0,0,0,0,0,0,0,37,MUN (H),,,,,,3,55,0,0,4,36,0,0,0
150,Jan Paul,Van Hecke,£4.00,0,DEF,Brighton,2.3,0,0,5,0,61,2.2,3,454,38,2368,4,0,0,0,0,0,£0.00,£0.00,646671,9112,741332,36,631.8,176.4,175,98.5,37,MUN (H),,,,,,3,40,0,0,2,36,0,0.09,1.41
151,Joël,Veltman,£4.30,2.6,DEF,Brighton,0.7,1,1,3,7,49,1.8,0,294,32,1579,4,0,0,0,0,50,-£0.20,£0.00,178214,774,133524,765,320.8,97.8,98,51.8,37,MUN (H),,,,,,3,43,-2,0,2,36,0.8666666667,0.06,1.46
152,Bart,Verbruggen,£4.40,2.8,GK,Brighton,1.2,0,0,4,6,68,3.2,7,417,28,1890,3,0,65,0,0,,-£0.10,£0.00,101906,896,172130,1568,541.4,1,0,54.3,37,MUN (H),,,,,,3,44,-1,0,1,36,0.9333333333,0,1.5
153,Adam,Webster,£4.20,2.4,DEF,Brighton,0.3,0,0,2,3,25,1.8,2,197,20,1052,2,0,0,0,0,100,-£0.30,£0.00,40440,235,41804,552,224.2,87.3,36,34.9,37,MUN (H),,,,,,3,42,-3,0,2,36,0.8,0.05,1.45
154,Danny,Welbeck,£5.70,2.8,FWD,Brighton,1,5,4,8,9,77,2.8,5,256,26,1597,4,0,0,0,0,100,-£0.30,£0.00,389466,1005,248766,1689,310.2,296.8,488,109.6,37,MUN (H),,,,,,3,57,-3,0,4,36,0.9333333333,0.37,1.5
155,Andi,Zeqiri,£4.40,0,FWD,Brighton,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,107020,78,25876,0,0,0,0,0,37,MUN (H),,,,,,3,44,-1,0,4,36,0,0,0
606,Igor Julio,Igor,£4.30,2.2,DEF,Brighton,0.2,0,0,2,3,36,1.6,1,298,24,1541,4,0,0,0,0,100,-£0.20,£0.00,27807,210,33423,338,278.8,132,23,43.5,37,MUN (H),,,,,,3,43,-2,0,2,36,0.7333333333,0.04,1.35
621,Jack,Hinshelwood,£4.50,0,MID,Brighton,0,3,0,2,0,42,3.5,5,155,17,866,1,0,0,0,0,0,£0.00,£0.00,27150,28,28522,10,200.2,118.9,230,55,37,MUN (H),,,,,,3,45,0,0,3,36,0,0.26,1.49
690,Carlos,Baleba,£4.50,1,MID,Brighton,0,0,0,2,2,32,1.2,0,161,27,1234,7,0,0,0,0,,£0.00,£0.00,15519,49,18654,27,171,122.8,70,36.5,37,MUN (H),,,,,,3,45,0,0,3,36,0.3333333333,0.08,1.65
700,Anssumane,Ansu Fati,£6.40,0.2,MID,Brighton,0.4,2,1,1,1,32,1.8,1,80,11,500,2,0,0,0,0,100,-£0.10,£0.00,175858,193,188451,153,119.4,90.8,281,49.1,37,MUN (H),,,,,,3,64,-1,0,3,36,0.06666666667,0.73,1.29
741,Mark,O’Mahony,£4.50,0.4,FWD,Brighton,0,0,0,0,0,2,0.7,0,5,1,61,1,0,0,0,0,,£0.00,£0.00,5023,37,6706,43,6,1.6,6,1.3,37,MUN (H),,,,,,3,45,0,0,4,36,0.1333333333,0.09,1.89
742,Benicio,Baker-Boaitey,£4.50,0,MID,Brighton,0,0,0,0,0,4,0.8,0,10,1,37,1,0,0,0,0,,£0.00,£0.00,755,5,1007,10,4.6,12.6,4,1.9,37,MUN (H),,,,,,3,45,0,0,3,36,0,0.29,1.95
746,Ben,Jackson,£4.00,0,DEF,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,3568,40,5418,47,0,0,0,0,37,MUN (H),,,,,,3,40,0,0,2,36,0,0,0
747,Joshua,Duffus,£4.40,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,621,5,839,11,0,0,0,0,37,MUN (H),,,,,,3,44,-1,0,3,36,0,0,0
753,Leigh,Kavanagh,£4.00,0,DEF,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,1165,20,1373,16,0,0,0,0,37,MUN (H),,,,,,3,40,0,0,2,36,0,0,0
755,Luca,Barrington,£4.50,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,379,4,484,19,0,0,0,0,37,MUN (H),,,,,,3,45,0,0,3,36,0,0,0
786,Cameron,Peupion,£4.50,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,134,6,190,10,0,0,0,0,37,MUN (H),,,,,,3,45,0,0,3,36,0,0,0
816,Valentín,Barco,£4.00,0.4,DEF,Brighton,0,0,0,0,1,3,0.6,0,28,8,227,1,0,0,0,0,,£0.00,£0.00,2157,104,5657,86,29.8,50.8,20,10.2,37,MUN (H),,,,,,3,40,0,0,2,36,0.1333333333,0.14,1.62
843,Samy,Chouchane,£4.50,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,34,2,72,5,0,0,0,0,37,MUN (H),,,,,,3,45,0,0,3,36,0,0,0
845,Odeluga,Offiah,£4.00,0.8,DEF,Brighton,0,0,0,0,2,4,1,0,21,3,126,0,0,0,0,0,,£0.00,£0.00,226,16,600,20,6.4,5.5,4,1.6,37,MUN (H),,,,,,3,40,0,0,2,36,0.2666666667,0.02,1.83
861,Noël,Atom,£4.00,0,DEF,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,0,0,1,1,0,0,0,0,37,MUN (H),,,,,,3,40,0,0,2,36,0,0,0
156,Enock,Agyei,£4.20,0,MID,Burnley,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.30,£0.00,83023,540,99771,491,0,0,0,0,37,NFO (H),,,,,,2,42,-3,0,3,90,0,0,0
157,Ameen,Al-Dakhil,£3.80,0,DEF,Burnley,1.2,1,0,0,0,19,1.5,0,127,26,1055,1,0,0,0,0,0,-£0.20,£0.00,280699,2956,347518,145,193,42.8,84,32,37,NFO (H),,,,,,2,38,-2,0,2,90,0,0.16,1.76
158,Samuel,Bastien,£4.90,0,MID,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,2708,0,326,0,0,0,0,0,37,NFO (H),,,,,,2,49,-1,0,3,90,0,0,0
159,Manuel Benson,Benson,£5.20,0.2,MID,Burnley,0.1,0,0,0,1,8,1,0,22,5,110,0,0,0,0,0,100,-£0.30,£0.00,17081,15,3252,31,17.6,26.4,30,7.5,37,NFO (H),,,,,,2,52,-3,0,3,90,0.1,0.21,3.71
160,Jordan,Beyer,£3.90,0,DEF,Burnley,0.8,0,1,2,0,30,2,4,236,23,1234,6,0,0,0,0,0,-£0.10,£0.00,444664,456,102463,23,330.8,46.1,35,41.3,37,NFO (H),,,,,,2,39,-1,0,2,90,0,0.05,1.52
161,Josh,Brownhill,£4.70,0.5,MID,Burnley,0.2,4,2,2,0,77,2.4,2,359,56,2233,4,1,0,0,0,100,-£0.30,£0.00,87674,125,72150,44,491.6,469,228,118.9,37,NFO (H),,,,,,2,47,-3,0,3,90,0.25,0.15,1.93
162,Darko,Churlinov,£4.40,0,MID,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,4090,3,1360,0,0,0,0,0,37,NFO (H),,,,,,2,44,-1,0,3,90,0,0,0
163,Jack,Cork,£4.80,0,MID,Burnley,0,0,0,0,0,3,1,0,7,0,18,0,0,0,0,0,100,-£0.20,£0.00,3114,8,1135,13,4.2,1.9,2,0.8,37,NFO (H),,,,,,2,48,-2,0,3,90,0,0.05,0.65
164,Dara,Costelloe,£4.50,0,MID,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,2958,1,101,0,0,0,0,0,37,NFO (H),,,,,,2,45,0,0,3,90,0,0,0
165,Josh,Cullen,£5.00,2.2,MID,Burnley,0.1,1,4,0,1,56,2.3,3,345,46,1973,9,0,0,0,0,100,£0.00,£0.00,17242,41,14928,53,412,407.5,81,89.9,37,NFO (H),,,,,,2,50,0,0,3,90,1.1,0.12,1.99
166,CJ,Egan-Riley,£3.90,0,DEF,Burnley,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,28545,81,23182,0,0,0,0,0,37,NFO (H),,,,,,2,39,-1,0,2,90,0,0,0
167,Hjalmar,Ekdal,£3.90,0.2,DEF,Burnley,0.2,0,0,1,0,15,1.9,3,77,8,436,2,0,0,0,0,100,-£0.10,£0.00,28719,279,22438,132,76.6,15.9,15,10.7,37,NFO (H),,,,,,2,39,-1,0,2,90,0.1,0.01,1.63
168,Lyle,Foster,£4.70,3,FWD,Burnley,0.4,5,3,2,2,73,3.2,4,222,41,1808,0,1,0,0,0,100,-£0.30,£0.00,295747,293,289166,810,356.4,237.6,455,105,37,NFO (H),,,,,,2,47,-3,0,4,90,1.5,0.28,1.94
169,Denis,Franchi,£3.90,0,GK,Burnley,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,17722,61,10429,0,0,0,0,0,37,NFO (H),,,,,,2,39,-1,0,1,90,0,0,0
170,Jóhann Berg,Gudmundsson,£4.80,2.8,MID,Burnley,0,1,3,2,0,47,1.9,0,189,25,1140,2,0,0,0,0,100,-£0.20,£0.00,7371,11,4396,10,227.8,501.5,139,87,37,NFO (H),,,,,,2,48,-2,0,3,90,1.4,0.34,1.62
171,Luke,McNally,£4.00,0,DEF,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1819,1,0,0,0,0,0,0,37,NFO (H),,,,,,2,40,0,0,2,90,0,0,0
172,Arijanet,Muric,£4.30,7.5,GK,Burnley,0.4,0,0,0,5,45,5,12,225,14,810,0,0,60,1,0,100,-£0.20,£0.00,34054,405,43585,7161,483.8,40.3,0,52.4,37,NFO (H),,,,,,2,43,-2,0,1,90,3.75,0.01,2.11
173,Dara,O'Shea,£4.40,2.8,DEF,Burnley,0.3,3,4,2,1,68,2.1,2,463,69,2802,5,1,0,0,0,100,-£0.10,£0.00,68420,220,69872,922,754,186.4,213,115.6,37,NFO (H),,,,,,2,44,-1,0,2,90,1.4,0.05,1.97
174,Michael,Obafemi,£4.90,0,FWD,Burnley,0,0,0,0,0,2,1,0,4,0,19,0,0,0,0,0,0,-£0.10,£0.00,7070,5,3475,0,0,0.6,17,1.7,37,NFO (H),,,,,,2,49,-1,0,4,90,0,0.57,0.14
175,Bailey,Peacock-Farrell,£4.00,0,GK,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1120,3,0,0,0,0,0,0,37,NFO (H),,,,,,2,40,0,0,1,90,0,0,0
176,Connor,Roberts,£4.30,0,DEF,Burnley,0.1,0,1,0,0,12,0.9,0,111,23,817,3,1,0,0,0,0,-£0.20,£0.00,34559,23,15050,0,142.8,104.1,12,25.7,37,NFO (H),,,,,,2,43,-2,0,2,90,0,0.04,2.19
177,Jay,Rodriguez,£5.30,0,FWD,Burnley,0.2,2,1,1,0,40,2,3,105,18,796,0,0,0,0,0,,-£0.20,£0.00,71796,106,57590,113,138.4,64.2,232,42.4,37,NFO (H),,,,,,2,53,-2,0,4,90,0,0.44,1.53
178,Charlie,Taylor,£3.90,0.5,DEF,Burnley,2.8,1,1,2,0,46,1.7,1,332,44,2255,8,0,0,0,0,100,-£0.10,£0.00,789125,3527,974148,1128,392.4,261.4,59,71.5,37,NFO (H),,,,,,2,39,-1,0,2,90,0.25,0.08,1.69
179,Bobby,Thomas,£4.00,0,DEF,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1455,2,0,0,0,0,0,0,37,NFO (H),,,,,,2,40,0,0,2,90,0,0,0
180,Scott,Twine,£4.90,0,MID,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,2707,1,119,0,0,0,0,0,37,NFO (H),,,,,,2,49,-1,0,3,90,0,0,0
181,Lawrence,Vigouroux,£3.90,0,GK,Burnley,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,22129,122,21028,48,0,0,0,0,37,NFO (H),,,,,,2,39,-1,0,1,90,0,0,0
182,Victor,Vitinho,£4.40,2.2,DEF,Burnley,0.2,0,2,2,2,56,1.8,2,247,44,2266,1,0,0,0,0,100,-£0.10,£0.00,34799,96,29847,298,288.4,186.9,220,69.1,37,NFO (H),,,,,,2,44,-1,0,2,90,1.1,0.1,1.79
183,Wout,Weghorst,£5.50,0,FWD,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,15073,4,0,0,0,0,0,0,37,NFO (H),,,,,,2,55,0,0,4,90,0,0,0
184,Anass,Zaroury,£4.60,0,MID,Burnley,0,0,0,0,0,4,0.7,0,10,4,149,0,1,0,0,0,0,-£0.40,£0.00,12843,4,1951,0,6.8,36.3,19,5.6,37,NFO (H),,,,,,2,46,-4,0,3,90,0,0.17,2.03
200,David Datro,D.D.Fofana,£5.00,1,FWD,Burnley,0.2,4,1,1,1,50,3.3,8,133,18,876,1,0,0,0,0,100,£0.00,£0.00,80108,656,99488,220,212,111.7,273,59.2,37,NFO (H),,,,,,2,50,0,0,4,90,0.5,0.5,1.74
475,Sander,Berge,£4.60,2.5,MID,Burnley,0.1,1,2,2,4,72,2,3,414,68,2912,8,1,0,0,0,,-£0.40,£0.00,26287,35,16679,97,517.2,401.9,159,108,37,NFO (H),,,,,,2,46,-4,0,3,90,1.25,0.11,2.02
594,Zeki,Amdouni,£5.10,2.5,FWD,Burnley,0.2,5,1,5,1,83,2.5,11,245,39,1879,2,0,0,0,0,,-£0.40,£0.00,129023,197,129704,356,372.8,232.2,493,109.7,37,NFO (H),,,,,,2,51,-4,0,4,90,1.25,0.3,1.64
596,James,Trafford,£4.40,0,GK,Burnley,0.9,0,0,2,0,70,2.5,5,533,62,2520,2,0,106,0,0,,-£0.10,£0.00,154903,558,130234,396,903.6,3.3,0,90.7,37,NFO (H),,,,,,2,44,-1,0,1,90,0,0,1.76
600,Nathan,Redmond,£4.70,0,MID,Burnley,0,0,0,0,0,11,0.9,0,38,5,132,1,0,0,0,0,0,-£0.30,£0.00,5260,4,1061,1,23.8,52.5,18,9.4,37,NFO (H),,,,,,2,47,-3,0,3,90,0,0.27,2.67
605,Luca,Koleosho,£4.80,0,MID,Burnley,0,1,2,3,0,40,2.7,0,80,23,972,0,0,0,0,0,0,-£0.20,£0.00,44028,14,43224,4,86.8,147.9,213,44.5,37,NFO (H),,,,,,2,48,-2,0,3,90,0,0.28,1.44
608,Jacob,Bruun Larsen,£4.80,4.5,MID,Burnley,0.1,6,0,3,7,81,2.6,7,231,21,1190,1,0,0,0,0,,-£0.20,£0.00,14154,138,16859,825,326.2,375.2,435,113.1,37,NFO (H),,,,,,2,48,-2,0,3,90,2.25,0.45,1.77
622,Owen,Dodgson,£4.00,0,DEF,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,3682,2,467,0,0,0,0,0,37,NFO (H),,,,,,2,40,0,0,2,90,0,0,0
660,Wilson,Odobert,£5.00,2.5,MID,Burnley,0.1,3,4,2,2,80,2.9,3,296,46,2005,3,0,0,0,0,,£0.00,£0.00,26335,74,29033,222,330,425.7,419,117.4,37,NFO (H),,,,,,2,50,0,0,3,90,1.25,0.26,1.97
674,Hannes,Delcroix,£4.00,0,DEF,Burnley,0.1,0,0,0,0,7,0.6,0,88,25,584,2,0,0,0,0,100,£0.00,£0.00,5939,29,6753,26,110,57.8,42,20.9,37,NFO (H),,,,,,2,40,0,0,2,90,0,0.07,2.45
675,Aaron,A.Ramsey,£5.00,0,MID,Burnley,0,0,0,0,0,18,1.3,0,62,17,522,1,0,0,0,0,0,£0.00,£0.00,10452,14,10890,8,51.2,28,53,12.7,37,NFO (H),,,,,,2,50,0,0,3,90,0,0.14,1.95
694,Han-Noah,Massengo,£4.90,0,MID,Burnley,0,0,0,0,0,3,1,0,11,0,14,0,0,0,0,0,100,-£0.10,£0.00,741,5,627,6,2.8,0.1,0,0.3,37,NFO (H),,,,,,2,49,-1,0,3,90,0,0,4.63
706,Mike,M.Trésor,£5.20,0.2,MID,Burnley,0,0,0,0,1,20,1.2,0,73,10,410,0,0,0,0,0,,-£0.30,£0.00,5919,7,6053,16,44.4,110.5,24,18,37,NFO (H),,,,,,2,52,-3,0,3,90,0.1,0.2,2.2
805,Lorenz,Assignon,£4.00,4,DEF,Burnley,0.2,1,2,0,0,25,1.8,3,137,30,1190,3,1,0,0,0,100,£0.00,£0.00,13902,555,35113,1569,267.6,172.9,114,55.5,37,NFO (H),,,,,,2,40,0,0,2,90,2,0.15,2.47
806,Maxime,Estève,£4.00,0.8,DEF,Burnley,0,0,0,0,1,15,1,0,150,26,1220,5,0,0,0,0,100,£0.00,£0.00,4159,64,6706,60,208.8,33.8,28,27.2,37,NFO (H),,,,,,2,40,0,0,2,90,0.4,0.03,1.93
126,Moisés,Caicedo,£4.50,3.5,MID,Chelsea,1.2,0,3,7,9,74,2.2,3,432,49,2802,11,0,0,0,0,100,-£0.50,£0.00,343629,336,139659,1058,554,390.6,55,99.7,37,BOU (H),,,,,,2,45,-5,0,3,8,1.75,0.07,1.46
145,Robert,Sanchez,£4.50,0,GK,Chelsea,2.2,0,0,3,0,59,3.7,7,317,25,1433,2,0,53,1,0,25,£0.00,£0.00,1152717,958,1005361,68,450.6,0.1,0,45.2,37,BOU (H),,,,,,2,45,0,0,1,8,0,0,1.49
185,Ethan,Ampadu,£4.00,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,954,3,0,0,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,2,8,0,0,0
186,Andrey,Andrey,£4.20,0,MID,Chelsea,0.1,0,0,0,0,1,1,0,1,0,7,0,0,0,0,0,0,-£0.30,£0.00,23889,20,15054,0,0,0.5,3,0.2,37,BOU (H),,,,,,2,42,-3,0,3,8,0,0.77,0.26
187,Kepa,Arrizabalaga,£5.00,0,GK,Chelsea,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,85345,16,1775,0,0,0,0,0,37,BOU (H),,,,,,2,50,0,0,1,8,0,0,0
188,Pierre-Emerick,Aubameyang,£6.50,0,FWD,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,2044,0,0,0,0,0,0,0,37,BOU (H),,,,,,2,65,0,0,4,8,0,0,0
189,César,Azpilicueta,£4.50,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,101,0,0,0,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,2,8,0,0,0
190,Abdul Rahman,Baba,£4.00,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,297,0,0,0,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,2,8,0,0,0
191,Benoît,B.Badiashile,£4.40,2.3,DEF,Chelsea,0.3,0,1,3,2,35,2.1,4,259,30,1247,3,0,0,0,0,100,-£0.10,£0.00,27763,655,51732,299,320.4,76.6,47,44.4,37,BOU (H),,,,,,2,44,-1,0,2,8,1.15,0.09,1.68
192,Marcus,Bettinelli,£4.00,0,GK,Chelsea,0,0,0,0,0,-1,0,0,-3,0,0,1,0,0,0,0,100,£0.00,£0.00,3778,37,3416,33,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,1,8,0,0,0
194,Trevoh,Chalobah,£4.30,4.5,DEF,Chelsea,2,1,0,3,3,37,3.1,4,209,13,859,1,0,0,0,0,100,-£0.20,£0.00,28571,2226,229796,3054,235.4,43.4,36,31.5,37,BOU (H),,,,,,2,43,-2,0,2,8,2.25,0.04,1.37
195,Ben,Chilwell,£5.40,0,DEF,Chelsea,4.7,0,2,1,0,24,1.8,2,123,14,752,5,0,0,0,0,100,-£0.10,£0.00,3257155,1155,2210451,106,128.4,212.8,139,48,37,BOU (H),,,,,,2,54,-1,0,2,8,0,0.32,1.5
196,Carney,Chukwuemeka,£4.20,0,MID,Chelsea,1,1,1,0,0,16,1.8,0,53,5,222,2,0,0,0,0,50,-£0.30,£0.00,567473,1446,386652,197,78.4,68.6,52,19.9,37,BOU (H),,,,,,2,42,-3,0,3,8,0,0.17,1.86
197,Levi,Colwill,£4.60,0,DEF,Chelsea,2.1,1,1,5,0,65,2.8,4,355,26,1794,2,0,0,0,0,100,£0.10,£0.00,1313668,853,1201758,393,394.6,113.2,163,67.2,37,BOU (H),,,,,,2,46,1,0,2,8,0,0.09,1.43
198,Marc,Cucurella,£4.90,2.8,DEF,Chelsea,3.6,0,3,4,6,43,2.1,3,309,32,1693,9,0,0,0,0,100,-£0.10,£0.00,127085,3987,442267,5039,359.6,271.6,122,75.6,37,BOU (H),,,,,,2,49,-1,0,2,8,1.4,0.11,1.54
199,Enzo,Enzo,£4.80,0.3,MID,Chelsea,2,3,3,5,0,77,2.8,4,369,47,2208,7,0,0,0,1,0,-£0.20,£0.00,620895,954,382257,23,527.2,567.7,369,146.3,37,BOU (H),,,,,,2,48,-2,0,3,8,0.15,0.38,1.64
201,Wesley,W.Fofana,£4.40,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,3576,5,1106,13,0,0,0,0,37,BOU (H),,,,,,2,44,-1,0,2,8,0,0,0
202,Conor,Gallagher,£5.40,4.7,MID,Chelsea,1.8,5,8,8,3,127,3.5,10,602,55,3039,7,1,0,0,0,100,-£0.10,£0.00,156143,5700,291177,2311,736.2,809.8,377,192,37,BOU (H),,,,,,2,54,-1,0,3,8,2.35,0.21,1.49
203,Malo,Gusto,£4.30,2.3,DEF,Chelsea,7.6,0,6,5,13,74,2.8,10,409,28,1720,6,1,0,0,0,100,£0.30,£0.00,2539840,4059,3140156,4447,428.4,492.4,157,107.8,37,BOU (H),,,,,,2,43,3,0,2,8,1.15,0.23,1.33
206,Reece,James,£5.30,0.3,DEF,Chelsea,2.7,0,2,0,2,11,1.1,0,106,13,416,0,2,0,0,0,0,-£0.20,£0.00,1777916,1397,521299,11084,137.4,172.1,61,37.1,37,BOU (H),,,,,,2,53,-2,0,2,8,0.15,0.35,2.45
207,Romelu,Lukaku,£6.80,0,FWD,Chelsea,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,62219,18,9006,0,0,0,0,0,37,BOU (H),,,,,,2,68,-2,0,4,8,0,0,0
208,Noni,Madueke,£5.30,5.7,MID,Chelsea,1.4,5,3,4,4,74,3.4,7,244,18,981,2,0,0,0,0,100,-£0.20,£0.00,41514,5882,177819,2208,335.4,285.4,390,100.9,37,BOU (H),,,,,,2,53,-2,0,3,8,2.85,0.42,1.55
210,Mykhailo,Mudryk,£6.30,2.8,MID,Chelsea,0.9,5,5,7,8,94,3,5,291,28,1564,5,0,0,0,0,0,-£0.20,£0.00,379116,555,184264,1227,347.2,457.5,420,122.4,37,BOU (H),,,,,,2,63,-2,0,3,8,1.4,0.45,1.44
211,Nicolas,N.Jackson,£7.00,5.5,FWD,Chelsea,17.7,14,6,9,7,140,4.1,12,468,47,2711,10,0,0,0,0,100,£0.00,£0.00,3028339,10148,3385510,30322,773.2,471.7,1060,229.8,37,BOU (H),,,,,,2,70,0,0,4,8,2.75,0.69,1.5
212,Christopher,Nkunku,£7.20,1.5,FWD,Chelsea,0.8,3,0,0,8,28,2.8,4,95,12,411,0,0,0,0,0,100,-£0.30,£0.00,584385,444,493808,1679,131.6,70.2,201,39.9,37,BOU (H),,,,,,2,72,-3,0,4,8,0.75,0.6,1.76
213,Christian,Pulisic,£5.50,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,412,0,0,0,0,0,0,0,37,BOU (H),,,,,,2,55,0,0,3,8,0,0,0
214,Malang,M.Sarr,£4.30,0,DEF,Chelsea,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.20,£0.00,11019,30,5902,21,0,0,0,0,37,BOU (H),,,,,,2,43,-2,0,2,8,0,0,0
215,Gabriel,Slonina,£4.00,0,GK,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,4394,7,0,0,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,1,8,0,0,0
216,Raheem,Sterling,£6.80,1.2,MID,Chelsea,4.8,7,8,5,6,114,3.8,6,295,37,1909,7,0,0,0,0,100,-£0.20,£0.00,3025768,1134,3143531,1704,461.2,440.3,721,162,37,BOU (H),,,,,,2,68,-2,0,3,8,0.6,0.5,1.48
217,Thiago,T.Silva,£5.00,2.3,DEF,Chelsea,4.6,3,1,7,2,96,3.2,12,588,44,2435,4,0,0,0,0,100,£0.00,£0.00,566604,3734,682171,4531,778.4,138.3,161,108.3,37,BOU (H),,,,,,2,50,0,0,2,8,1.15,0.05,1.5
218,Hakim,Ziyech,£5.40,0,MID,Chelsea,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,16562,3,1010,0,0,0,0,0,37,BOU (H),,,,,,2,54,-1,0,3,8,0,0,0
362,Cole,Palmer,£6.30,5,MID,Chelsea,50.9,22,12,7,14,238,7.2,31,821,45,2529,7,0,0,0,0,100,£1.30,£0.00,2567582,3092,7888799,23347,1211,971.7,993,317.5,37,BOU (H),,,,,,2,63,13,0,3,8,2.5,0.89,1.56
589,Ângelo Gabriel,Ângelo,£5.00,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1010,0,0,0,0,0,0,0,37,BOU (H),,,,,,2,50,0,0,3,8,0,0,0
